tenure_months,monthly_charges,total_charges,contract_type,has_internet_service,payment_method,num_support_calls,is_senior,num_0,num_1,num_2,num_3,num_4,num_5,churn
4,19.03,58.25,one-year,Fiber optic,bank_transfer,2,0,-0.022272097933898394,-1.4630389146318306,0.0666813557377739,1.3657102608873568,0.3354324768040381,-0.4116897013608313,0
8,28.44,275.17,one-year,DSL,bank_transfer,2,0,-0.2851810039190438,0.16521064187679202,0.43923841430305344,0.2669245702993408,-0.08910986200726859,-2.693464028282574,1
17,21.57,351.7,month-to-month,Fiber optic,electronic_check,3,0,0.06423797458214686,1.975719069739303,-2.324166539149118,0.785752450926438,-0.33906446078919156,-1.7714116757739005,0
13,30.82,423.68,month-to-month,Fiber optic,electronic_check,8,0,1.4478866342298709,-3.420914960769234,0.4572323717542506,0.1319655566019052,-0.00856783559213517,-3.3468919596083855,0
8,44.86,351.9,month-to-month,Fiber optic,mailed_check,2,1,1.5411498841772509,-0.11823040486340075,1.3662545998305213,0.8680308569107241,-0.7734028321117371,0.22494351449942063,1
22,41.8,932.44,one-year,Fiber optic,electronic_check,10,0,2.1553852384346337,-3.944618086169553,1.1573495442849744,-0.30507469286518374,-0.2008373448646872,-2.014189952734154,0
3,40.34,109.6,month-to-month,DSL,credit_card,4,0,1.6498235453673997,0.5507777359963326,0.38482173160979927,-0.5974647867668296,-0.8877939506938873,-0.00388707573542868,0
8,51.91,448.63,one-year,Fiber optic,electronic_check,5,0,3.495365766190932,1.8072594537272186,-2.6381826728329205,-1.6226763423941772,-1.755608698220248,-1.8859910435405647,0
10,25.59,178.65,month-to-month,Fiber optic,credit_card,7,0,0.37756204298819274,-2.7197444440986853,0.06542301087059621,-0.27829252515776276,0.4038149350022341,-1.7187729068325064,0
14,29.94,400.99,month-to-month,No,electronic_check,1,1,-0.8385518554603001,-0.01225368581841435,-1.0481280287624868,-0.21933465166753244,0.3634149993777682,-2.43517500002081,0
36,22.52,825.55,one-year,DSL,electronic_check,1,0,-1.196826933226442,-0.2619893707215746,-1.134993270391267,0.5538353283032031,0.6391520074436334,-1.3388692895245797,0
5,55.01,301.73,one-year,No,mailed_check,0,0,-2.4932566770057547,0.06899026948867193,-2.043308866866444,-1.8491908797037406,1.2471648173320462,-0.6995438077113473,0
17,27.73,546.06,month-to-month,DSL,bank_transfer,2,0,-0.12721808136985846,1.2918059841192615,-0.7674490944836162,-0.011894277480816695,-0.21766631218226387,-0.9277450796944011,0
21,38.91,797.56,month-to-month,Fiber optic,bank_transfer,3,0,-2.0892699048294685,1.8171691994373096,-2.8715212127996566,-0.9593708745449997,0.7480926978643366,-0.5182483694182131,1
1,30.02,103.99,two-year,No,bank_transfer,2,0,1.553495020047817,1.2669145990470256,-2.0236147094533257,0.30387396106972064,-0.8739148971461114,-2.388508876138677,0
22,27.02,561.49,month-to-month,Fiber optic,mailed_check,3,0,0.5283211474967859,0.556804001424647,0.43913001748895186,-1.3352669001509854,-0.37470748840579926,0.7414080147816935,0
4,31.22,191.31,two-year,DSL,credit_card,0,0,-1.0788950742618924,-0.46586707297635843,-0.34723241917275827,1.5467678976272308,0.6590232121555879,0.9180517460866937,0
1,30.98,71.85,one-year,DSL,electronic_check,1,1,0.9204727335915762,0.41874078534627723,-1.1708843766871695,0.8606244271081258,-0.4163823366265187,-0.8912171635019388,0
71,35.25,2457.08,one-year,Fiber optic,mailed_check,4,0,-1.4292629761863511,-0.7559327064162717,-1.3461876699378903,0.3209324851629386,0.8975750566875859,-0.9871776439320671,0
80,31.1,2503.35,month-to-month,Fiber optic,credit_card,8,0,0.8564940053138519,-3.4692636727126747,-0.363437102757042,-1.6457035794302544,0.3438163649294449,-3.4007304010526314,0
39,29.33,1141.31,month-to-month,No,mailed_check,3,0,0.20913027910582005,1.1180917081605593,-1.4618598885686243,0.00740203876501235,-0.25159432440141216,-1.0135293844257038,1
8,22.84,214.0,two-year,Fiber optic,mailed_check,1,0,-0.00023013877539934668,-0.8107518389665073,2.3086909608913526,0.6073502030725716,-0.0811978821010036,-0.6599519734956554,1
2,35.7,60.24,month-to-month,No,credit_card,1,0,-2.094753126860912,-0.4901987566032683,-1.2129012685348972,0.022084657147435193,1.2086648200667183,1.1745860840808504,0
27,37.24,990.12,month-to-month,Fiber optic,bank_transfer,0,0,1.0427180080096543,0.47813060264632923,-1.4642406769037024,-1.2164810547091847,-0.4795207326446373,-1.470933220395728,0
13,55.48,789.69,one-year,No,electronic_check,1,0,-2.7281628576165433,-0.8749922723007904,-1.2857894450131055,-0.7688270653922703,1.3876559349874278,-3.0034523902478045,1
3,45.29,130.93,month-to-month,DSL,bank_transfer,4,0,-0.9530691415345288,-1.6103177497798105,-1.6527135694031547,0.18952723834068605,0.8619597204989089,-2.4347796641931856,0
16,29.4,511.72,one-year,No,mailed_check,5,0,1.5016232923341846,0.07991227755949903,-0.795541504785936,0.29438971352960813,-0.6738124669674039,-1.906499826114984,0
0,31.14,0.0,one-year,Fiber optic,credit_card,3,0,0.9923014863106924,1.7698676015860897,-2.762745699652241,0.06279584939544171,-0.7276701166003949,-3.5469111767908483,0
57,29.7,1776.23,two-year,No,mailed_check,1,0,-2.01153599123674,0.19329336099153038,-1.1340418272455781,-0.3125441558590354,0.9858091600560577,0.8769161513997379,0
7,30.54,179.86,one-year,DSL,bank_transfer,5,0,0.7775256766869392,2.5556810385380997,-1.4188788170506708,-0.8020549858780783,-0.8578124082120744,-1.2185352370945903,1
26,46.39,1175.43,month-to-month,Fiber optic,bank_transfer,3,0,-2.913207091391528,0.5290982211364459,-2.462341775204224,-0.09082671021090924,1.3950656607939609,-0.00924788493042783,0
8,31.5,328.23,month-to-month,Fiber optic,bank_transfer,2,0,0.1884269792265294,0.8133304342996304,2.3384408363889158,-2.0101277317812185,-0.6007815221597823,-1.5967421908899557,1
17,41.49,683.08,one-year,No,electronic_check,3,0,2.5367538464875268,1.0507712374392921,-4.751634103542338,-0.9975674005060426,-1.09824751758825,-5.399458959883126,0
18,14.5,341.05,month-to-month,Fiber optic,bank_transfer,5,0,0.29486755297978706,-2.028784542931188,0.19516047754937027,-1.3001062023696894,0.3096761674232693,-0.6466109793850494,0
4,21.62,131.07,two-year,Fiber optic,electronic_check,2,0,-0.39737753987602886,0.9027060084691921,1.1837699602339602,0.23074691429680175,-0.14035206638128406,0.6588510426983856,0
83,12.97,1068.78,one-year,Fiber optic,electronic_check,4,1,0.28426243142277663,1.6289480071432116,-0.31779536831453126,1.0100518338781677,-0.5010437552799056,-0.42128823590598496,0
35,40.17,1315.29,month-to-month,Fiber optic,bank_transfer,0,1,-1.6409575397437797,-0.14502734845095233,-1.7174596710546994,-0.2508425489059847,0.8614616667659724,-1.418509849389985,0
67,15.79,1056.96,two-year,DSL,credit_card,3,0,0.6113327224819853,-1.904479337386329,-0.5456117289949223,-1.0076164965503476,0.10132257366458383,-3.215759122546635,0
54,24.65,1336.18,month-to-month,DSL,mailed_check,5,1,0.45110626323255953,2.6982332045970012,-2.4660214019013416,1.6201552819334566,-0.691745294579039,-2.335641254973459,0
21,11.27,295.03,month-to-month,DSL,mailed_check,3,0,0.16595074543273491,0.7668925981737166,-2.6906203502214936,-1.394122904748622,-0.10659380510203861,-2.9133170943677547,0
61,23.39,1506.21,one-year,Fiber optic,electronic_check,4,0,-0.49881191984873874,1.647928549256818,-1.1809907823790415,0.4571496048613624,-0.1156371963518654,-1.2926359828484877,1
2,34.91,35.57,two-year,No,electronic_check,3,0,0.6692465134557731,0.5384919907440127,-0.3144816565960926,0.8872214094702963,-0.40128150729543877,-0.32986871703483756,0
5,59.62,338.16,month-to-month,No,electronic_check,2,0,-3.7819651208670435,-1.0312150369075197,-1.8892888227363642,0.2463571061262324,2.0058668982277994,-1.7152749071521263,1
1,19.95,58.22,month-to-month,DSL,mailed_check,2,0,-0.4264429980766695,0.6975751134908754,-1.1007665773494053,-1.7504537000778286,0.047095792291015945,-1.8515669242086505,0
9,33.62,356.25,month-to-month,DSL,electronic_check,2,0,1.3778529165464373,1.0584884139936623,-0.29706431574057623,-0.10061974824726504,-0.791495891500777,0.5998577845104247,0
11,32.09,377.92,month-to-month,DSL,credit_card,0,0,1.2004297547886345,-0.29948016630402496,1.525280735987526,0.30875298500253207,-0.6022528381456527,0.15999742121414107,1
7,32.58,130.94,month-to-month,DSL,credit_card,1,0,1.0219955735514596,0.11436681385641978,-0.9353370124145014,0.2665005996003115,-0.39169397781595383,-0.45487884914753773,0
42,24.45,1019.13,month-to-month,DSL,electronic_check,2,0,-1.1280446667114783,-0.7957198879096046,-1.2980434634247455,0.7977093017275929,0.7871390470531269,-0.656276837790307,0
10,24.73,189.51,one-year,Fiber optic,mailed_check,2,1,-0.17695519202504006,1.3229426745183255,1.2301746802548186,0.15689644296199168,-0.33761013684775637,0.7493589991155303,0
7,7.54,42.65,two-year,Fiber optic,bank_transfer,4,0,-0.10613346641475974,-2.046147642928377,0.030954781410023946,1.0249838867982148,0.5013864086760419,-0.7214683644092275,0
18,37.45,723.1,month-to-month,Fiber optic,mailed_check,2,0,-2.060404201023868,-0.061627518652166535,-1.9162677392119747,0.5860804903131819,1.0655471832063488,-0.9599759742820759,0
3,17.9,68.96,month-to-month,Fiber optic,bank_transfer,3,0,0.03414698536265415,-1.1362528356944905,0.35788061518121217,-0.6976166871551978,0.20899399879567185,-0.24905511092837618,0
38,35.99,1425.02,one-year,DSL,bank_transfer,0,0,1.2820511851330336,0.48802212022611113,1.4009995691685755,1.9555843270270872,-0.7987308834225705,0.4844130603988672,0
1,21.66,38.75,one-year,Fiber optic,electronic_check,3,0,-0.154452264944408,-0.43926592718598645,0.9232146892815352,1.1355319053841952,0.09976519613828697,0.5421831389251117,0
104,26.02,2641.16,two-year,No,credit_card,3,0,-1.3046755249815043,-1.1309621234344778,-0.8836531504760987,1.1832109029451072,0.9528122936460497,0.4676404701311838,0
35,21.99,643.61,month-to-month,DSL,electronic_check,5,0,-0.6918352247285442,-1.733184284292757,0.8691796736153891,-0.12071936094437562,0.6538485124065101,0.6338315861208524,1
5,24.78,131.34,month-to-month,DSL,bank_transfer,0,0,-0.3787596276962035,0.462301035875892,-1.40336829356404,-0.5854944631564881,0.08619939715666933,-2.472738271918156,0
0,38.47,0.0,month-to-month,DSL,electronic_check,2,0,-1.886875798794277,-1.1114862973591804,-1.2849636130682065,-0.9505438117742508,1.2624861703427346,0.8880792487187494,0
40,35.14,1356.75,one-year,DSL,bank_transfer,4,0,1.8033702437939896,-1.5723089324778092,-0.03415265608155593,0.10708115960818254,-0.2742716247111904,2.6539172661910495,1
29,32.16,847.61,month-to-month,Fiber optic,electronic_check,2,0,-1.4559791934132988,-1.3983988212838563,-1.1481043672851552,0.02388174238253684,1.1208800617545331,0.6829663120400273,0
31,30.47,907.83,month-to-month,DSL,credit_card,3,0,0.6988366810398348,0.8114279066439158,-0.7984403727818716,-0.2937961900562376,-0.4439433065476843,-0.6638892049353364,0
35,20.48,707.08,month-to-month,Fiber optic,credit_card,8,0,-0.3069174093995555,-3.3752813666431853,0.5843590256621307,0.11909585404849073,0.9721881588289173,1.9029937656903717,1
1,46.62,79.91,month-to-month,DSL,mailed_check,1,1,2.7064071199730257,-0.22136220227861836,-1.4580523748214564,-0.8115317484700793,-1.039730663961201,-1.6377664770658535,0
10,42.79,437.33,one-year,Fiber optic,bank_transfer,3,0,1.1938747161354326,1.3343931697359395,-2.0892384736761467,-0.09406471522818036,-0.6900047819867869,-1.5869789775264285,0
2,19.58,119.56,month-to-month,DSL,bank_transfer,2,0,-0.6695810414210167,1.0789703500527168,-0.49317020903732367,0.3996403444335376,0.018562185191821318,-1.3675522695688413,1
47,11.63,494.83,one-year,Fiber optic,electronic_check,2,1,-0.08928591242740569,0.33128840635539814,-0.11160958922319042,1.0873172760734866,-0.08210786041269169,-1.1299275045789114,0
23,32.83,799.14,month-to-month,DSL,mailed_check,4,0,-0.8911173038272944,-1.22559207591062,-0.3536145427464058,0.8400771367809612,0.7393156824622488,0.4485506787989044,0
9,41.84,378.92,month-to-month,DSL,credit_card,3,0,2.5228434092873187,1.674963753154553,-1.9294627847738368,-0.41430035209331423,-1.3591111060544194,-1.4781464083694538,0
1,36.5,71.23,month-to-month,No,electronic_check,3,0,-1.8095030822166622,-0.2179503228397377,-1.1867997477500905,0.2848595834014934,1.0067795186523694,0.9585468633685623,0
8,48.8,368.57,month-to-month,Fiber optic,mailed_check,2,0,3.270197442792789,1.1177413505209182,1.7243360331428674,1.9424211876074906,-1.8410493246181754,0.5740360474623998,1
9,40.49,417.99,month-to-month,DSL,credit_card,0,0,-2.178746872002027,0.3481402424264457,-1.2803153866148147,1.5429159370851064,1.0138515331229192,0.3936270880392094,0
31,36.86,1157.42,one-year,Fiber optic,electronic_check,3,1,-0.8867718745673338,-1.9603006648089432,-1.4089323396438826,1.1595688769296997,0.9208299594588837,-1.8097249546999823,1
24,32.42,744.11,one-year,Fiber optic,credit_card,8,1,0.8409978935811083,-4.414084570432756,-0.7971656342997702,-0.19546436631655667,0.991306775144597,4.4455619463178735,1
52,31.69,1647.28,month-to-month,Fiber optic,bank_transfer,1,0,0.7383623164183961,-0.1413251401961001,1.2996313926061045,-0.03540292183077104,-0.40864514014293607,0.3239554267541226,1
15,24.01,348.17,month-to-month,Fiber optic,mailed_check,4,0,-1.1090019057076432,-2.24193708880796,0.07963543255426808,-1.15373247699038,1.0763098525924315,1.3914844572584122,1
3,25.78,101.8,two-year,No,credit_card,3,0,1.1535244819775616,-1.6486279633125984,0.6307661918446117,0.2298802631591812,-0.10659008998844453,1.3453470575651783,1
29,12.11,292.2,month-to-month,DSL,mailed_check,4,0,-0.631014034459298,-1.5236075760923091,1.4065475403491887,-0.8895737471443433,0.5094019008484432,0.4090585114019808,1
34,23.73,805.35,month-to-month,Fiber optic,electronic_check,2,0,-0.7773807225501086,0.6544467773405096,-0.0001301657370613718,1.5095817382106513,0.15792703842374417,-0.4496063978077819,0
19,29.26,575.71,month-to-month,DSL,mailed_check,5,0,-0.4478960693105103,-1.0723025449466637,-0.7440264045888617,0.3511717779564911,0.4429131463485551,-1.884337935405845,0
35,32.66,1144.75,one-year,Fiber optic,electronic_check,1,0,1.0071061371465237,0.6978144549068677,-0.5944420303295399,-1.191295290589005,-0.6182611505571071,-1.6581674353924258,0
16,36.06,644.31,month-to-month,No,mailed_check,1,0,-1.7166372216567527,-0.5095192604296556,-1.4888655108365887,1.804986724740171,0.9934592708823011,-0.6531567930223448,0
17,21.62,406.24,month-to-month,No,electronic_check,5,0,-0.1732698753974562,-2.1548772944019787,0.5525919722344076,-0.6791617232429228,0.5898441367836843,1.1739018760640971,1
13,31.48,408.87,month-to-month,Fiber optic,electronic_check,1,0,-1.4920887041758357,-0.08109466158776157,-0.895225351722325,-0.39663745212913004,0.7852733699041228,0.5277455715506585,0
0,36.88,10.83,month-to-month,No,electronic_check,3,0,-1.5855127216460225,-0.518033004911074,-1.552492244274728,0.10681240053982811,0.9415045613538139,-0.7389523690722306,0
2,42.67,100.12,month-to-month,Fiber optic,credit_card,2,0,-1.8837543173863265,-0.09975610491611342,-0.5148947365546934,-1.0059119348132406,1.019021273156671,2.6681987267388756,0
0,32.59,20.16,one-year,Fiber optic,bank_transfer,1,0,-2.066762734213696,-0.8755075809324627,-1.2455018002191047,-0.24486838393386814,1.2837337131289597,0.9817166739065282,0
24,24.53,497.44,one-year,No,mailed_check,5,1,0.3027655652714546,2.027662545313344,-0.6510843648285664,0.875069941336684,-0.5505729552738532,-0.01531623940398985,0
9,56.84,496.48,month-to-month,DSL,bank_transfer,4,0,3.2174491875510927,1.6049890507859172,-1.1926089113203235,1.1364664285894523,-1.6189981785103353,0.7075204408027,0
17,19.82,262.72,month-to-month,Fiber optic,bank_transfer,2,0,-0.18968879732780652,-1.3699658407306146,-0.8374095857784686,-1.8686692557395346,0.40657527220481093,-2.015853288290066,0
57,38.54,2260.69,one-year,Fiber optic,bank_transfer,5,0,1.5039030565618856,-2.7459720764811104,-0.27239637545499806,1.9796303244149007,0.2025934100723763,3.495805657424593,1
6,39.23,232.34,one-year,No,bank_transfer,1,0,0.5158024097565845,0.20930602675937526,1.3214386120422645,-0.6246631328814589,-0.3540774186518672,1.284382412411782,0
12,24.47,283.97,month-to-month,No,mailed_check,0,1,0.49919769932170266,0.32495307613071045,1.6408214293235543,-0.6458089738861694,-0.45330333343372314,0.3313168253166452,1
33,40.7,1387.94,month-to-month,No,mailed_check,11,0,1.873471213211595,-3.7825220483648487,0.6176096915338058,0.03457928152928495,-0.06101338842339782,-2.026819409563732,0
6,35.15,232.02,month-to-month,No,bank_transfer,3,1,-1.8839453148265473,0.9048303216335065,0.7125558999504955,-2.0046506640352586,0.5133993150017078,-0.18088674223825862,0
1,44.1,0.0,month-to-month,Fiber optic,mailed_check,3,0,2.3189465825495037,1.4490454345823418,-3.0627822042829926,0.36644303213691104,-1.1440638940878707,-2.506453706055985,0
8,32.38,255.49,month-to-month,DSL,mailed_check,2,1,1.0074869758186218,0.906345653002619,2.58985803315582,1.0875699070265148,-0.9916300398697976,-1.3231855244315338,1
4,35.13,123.76,one-year,DSL,electronic_check,7,0,1.4151695719009365,3.73469311404953,-0.45591664811031074,-0.7839959297340083,-1.4905345208527045,-0.5885331218146785,1
63,26.79,1600.54,month-to-month,Fiber optic,mailed_check,0,1,1.1891282536985603,0.05284872197665924,1.2453134870275124,0.012843255201171395,-0.619881450048485,0.8545461352803341,0
39,38.9,1482.59,one-year,Fiber optic,credit_card,2,1,1.7865051089634703,1.3559902255999006,-1.5547414367695067,0.6597539480314554,-1.02365885713258,-1.9094202258526933,0
24,29.47,698.1,one-year,Fiber optic,bank_transfer,2,0,-0.21573446146632747,0.2979138413334137,-0.932334378445578,0.0408770414857723,0.052228614383156985,-1.4658605513327312,0
49,39.7,1939.55,one-year,Fiber optic,mailed_check,2,0,1.7454155721990317,1.241435724742991,-1.6185541864507715,-0.5597903010520164,-0.9438213765571909,-1.3177574403466916,0
39,34.08,1255.01,month-to-month,No,bank_transfer,3,0,0.926640994641777,1.6341568376243671,-2.4823338522903873,1.2404710881913932,-0.6491905240348774,-2.538035102921367,0
4,43.86,233.02,month-to-month,Fiber optic,mailed_check,1,0,-2.50447692714162,-0.16794855680927878,-1.822186398193038,1.2981428246814168,1.3060881607225743,-0.26037172477026393,0
53,35.05,1852.54,two-year,No,bank_transfer,3,0,1.1295592969665094,-0.19533594411524957,2.1854896935248345,1.693142802697365,-0.6759085018697607,-0.03320497345650497,1
18,35.07,633.14,one-year,No,credit_card,2,0,1.3674881161331471,0.2251099466170795,-0.9154376685579384,2.0614885082971552,-0.5916703666208682,-0.9176886016613226,0
39,34.8,1377.23,one-year,Fiber optic,mailed_check,2,0,-1.9557056016839325,0.3782699502987603,-1.783951534529364,0.6702018609200677,0.8663973516306025,-1.68375917545436,0
54,26.32,1381.88,month-to-month,Fiber optic,mailed_check,4,0,-0.4730259691370171,0.9837938588061795,-3.419920757962845,0.509663968579376,0.34262441624442963,0.23350357584484116,1
9,35.93,346.19,month-to-month,Fiber optic,credit_card,2,1,2.088865268398348,1.0467667668115987,-1.705266036454687,0.5396005626195278,-1.035548012628841,-1.2995431236227888,0
2,19.75,21.15,one-year,Fiber optic,mailed_check,4,1,0.2910422824521791,1.544769272708301,-1.8477846594214338,-0.4797142829190883,-0.41617231695991286,-2.455089349617948,0
6,26.25,112.67,month-to-month,DSL,bank_transfer,4,0,-0.5299883543571177,-2.037818561155344,-0.34870883258559915,0.9227396595546894,0.7321324370362711,-0.5311468187179491,0
13,31.77,441.68,month-to-month,DSL,credit_card,3,0,1.0281717639945631,1.6916809143951097,-2.7515763830037914,-1.1774554266550015,-0.6875227393247131,-2.7341070617094276,0
40,27.5,1174.58,month-to-month,DSL,electronic_check,2,0,-1.3449387221921656,-0.6433843342583062,-0.46014619226928566,-1.4268806683253585,0.8174962045327592,0.6740643049960768,0
47,44.37,2121.63,month-to-month,DSL,bank_transfer,4,0,1.9102188441775243,2.3761342809519936,-4.910449506622863,0.08608166908600347,-1.0517728738160246,-3.7455634152822084,0
0,31.66,46.15,month-to-month,DSL,mailed_check,2,0,0.8797635548061398,1.4805563422701655,2.473793936665422,0.4213030145191309,-1.0714992675262192,-1.5215795296940193,1
17,44.54,731.15,month-to-month,DSL,bank_transfer,4,0,2.8062170828481205,1.1545965415862103,-3.2487950925624522,-0.24825609482567443,-1.2616578707523036,-2.449669993010031,0
12,15.17,102.16,month-to-month,Fiber optic,credit_card,3,0,-0.28559079405687027,-1.7529345242915602,1.3614304168505322,-0.21230010057028087,0.41428927303844104,0.28946582192630266,1
6,21.47,203.33,one-year,No,mailed_check,10,0,0.21933768370626971,3.825056752533731,1.4057343833240101,-0.7336331953725639,-1.2216864711310609,-1.2080635556847388,1
3,32.81,201.16,month-to-month,Fiber optic,mailed_check,1,0,-1.5036899038054643,-0.10539751017380394,-1.5649260072802198,1.5023190685744763,0.7580954755186337,-1.8071270269888635,0
9,39.13,429.31,month-to-month,No,credit_card,0,0,-1.8567191218230823,-0.02058512456804973,-2.2813573167769317,0.15674622656739062,0.9732124505764437,-1.6677140921454827,0
68,20.51,1377.89,two-year,Fiber optic,electronic_check,3,0,-0.23296541542623417,0.7544010377552616,0.6549852301345358,-0.8684699215848495,-0.15208701287226756,-0.035767019539499234,0
9,20.45,126.32,month-to-month,Fiber optic,mailed_check,3,0,1.0484499780890073,0.3676331443682146,-1.3103589947608432,0.3194230755873035,-0.528658492431409,-2.686364880202395,0
17,37.8,589.32,month-to-month,Fiber optic,mailed_check,3,1,1.9737092220005958,1.5732881375950076,-2.2146868881986683,-1.2272390407044889,-1.0707541156355642,-1.5666134071000197,0
29,24.83,635.88,one-year,DSL,mailed_check,3,0,0.6353752164927229,-1.119548166347639,-0.7338867780605645,0.04835780365576957,-0.16895311971699134,-5.15924806839447,0
10,24.34,238.03,two-year,No,electronic_check,3,0,-0.11713443457316708,-1.9186133183888041,-1.0251803315054488,0.7621196977088863,0.46383051464751424,-3.3698447043153434,0
85,57.37,4956.73,month-to-month,No,bank_transfer,4,0,4.085835285043743,1.1964326404515715,-1.5275160374051864,-0.12122319036784425,-1.9287685141083433,-0.7423546656526238,0
78,31.27,2431.98,month-to-month,Fiber optic,electronic_check,5,0,-0.28794981820924304,2.1050204997947444,-3.417989792128747,-0.6119457318293151,-0.12064402778161354,-2.1824733362835897,0
6,18.74,127.56,one-year,DSL,bank_transfer,0,0,0.8297476008270248,0.08203555233946025,-1.0576101553475308,-0.09841224736984873,-0.3195981736324289,-1.1365429143472345,0
16,43.49,764.62,month-to-month,Fiber optic,mailed_check,2,0,-1.693229421453787,-0.4079865468202074,-1.290003284466462,2.2136112036208226,0.9663229739264879,-0.04239185053373806,0
8,27.75,201.8,one-year,DSL,bank_transfer,2,0,-0.8873010279851378,-1.4285533150554386,-0.9414143215571349,1.4171072061520298,0.8179466983050964,-0.21570734872211217,0
8,46.04,470.1,two-year,DSL,bank_transfer,2,0,-2.173794906794205,1.138181018192484,-1.0502022821824262,1.1351025147862992,0.735792925660711,-0.9156234160863436,1
0,22.64,99.6,two-year,No,bank_transfer,3,0,0.22400602678027326,0.8115909822913806,-1.0013298554860326,-1.7252116435494373,-0.25175408255819604,-1.4090700747735072,1
22,26.66,579.96,month-to-month,Fiber optic,bank_transfer,1,1,-0.09637818231299189,0.6734121309508034,-0.11442653465670494,-2.0315457963208683,-0.12330672271989554,-0.3227033204191847,0
16,39.24,598.96,month-to-month,Fiber optic,mailed_check,2,0,2.1178666825835513,-0.36161892475942525,0.8508801191871855,0.5043491157196414,-0.8460782677719758,1.582768844528466,1
1,24.28,59.14,two-year,No,credit_card,1,0,-0.9769003323564607,0.6117833634294888,-0.996684918443747,1.5352551493861117,0.28045945634461844,-2.1608602159832406,0
7,44.69,295.45,month-to-month,Fiber optic,electronic_check,7,0,1.7590540336549054,-2.685159876605904,0.030057696796751965,0.5806844937063096,0.03727774938451772,3.323403621978569,1
57,52.06,2909.59,month-to-month,Fiber optic,bank_transfer,1,0,3.262804478333599,0.8844105319898334,-1.4627953709110044,0.4613957878970214,-1.491992001581621,-0.47920881577917773,1
6,33.24,263.5,one-year,DSL,mailed_check,11,1,1.2132197739230857,4.880661075288121,-1.4321844109665238,-0.03137349368479736,-1.5125921845700407,0.7474110014188526,1
3,30.99,153.79,month-to-month,DSL,mailed_check,2,0,-0.4813098747046951,-0.5168933143746034,0.019982228251622214,0.6763130463163348,0.296984353691786,-0.7186774481234988,0
16,41.72,675.3,month-to-month,Fiber optic,mailed_check,0,1,-2.6879958085465128,-0.3909333374080849,-2.0396834545530256,1.9410195856333146,1.5129499901441292,0.8212115404007709,0
101,32.68,3237.54,two-year,Fiber optic,mailed_check,7,0,0.9698542596709725,3.208941140832523,0.20585388508563418,1.50923708970133,-1.2303626151504723,-0.347938655052633,1
